ID,SKU,Nombre,Descripción corta,Descripción,Precio,Categorías,Clase de envío,Imágenes
579,273,Extractor de Jugos,🍋‍🟩🍊Extractor de Jugos🍋‍🟩🍊,"🍋‍🟩🍊Extractor de Jugos🍋‍🟩🍊

Características:

✅ Exprimidor Eléctrico de Jugos Portátil.
✅ Recargable.
✅ Fácil de Usar y Limpiar.

El exprimidor eléctrico de jugos portatil es un producto innovador que ofrece varias ventajas en comparación con otros electrodomésticos de cocina similares. Este diseño inalámbrico y portatil lo hace ideal para llevar a cualquier lugar. Ya no tienes que preocuparte por quedarte sin energía ya que el exprimidor eléctrico utiliza tecnología USB para cargar.",250,Hogar,GRUPO BLUE,/assets/images/products/Extractor-de-Jugos.webp
580,274,Esquinero para Ducha,"🧴Esquinero para Ducha🧴

Características:

✅ Barra de Metal y bandeja de Plástico.
✅ Extremos antideslizantes.
✅ 4 bandejas.
✅ Barra ajustable desde 1 metro hasta 3.20 metros","🧴Esquinero para Ducha🧴

Características:

✅ Barra de Metal y bandeja de Plástico.
✅ Extremos antideslizantes.
✅ 4 bandejas.
✅ Barra ajustable desde 1 metro hasta 3.20 metros

Esquinero de baño con estante ajustable de 4 niveles fabricado en acero inoxidable de primera calidad y plastico. Las estanterías reforzadas aseguran que tengan una mayor capacidad de carga y durabilidad. Simplemente fíjelo entre el piso y el techo y la forma triangular se ajusta perfectamente a la esquina de la pared para ahorrar más espacio convirtiendo el baño desordenado en uno ordenado y limpio al instante.",300,Hogar,GRUPO BLUE,/assets/images/products/Esquinero-para-Ducha.webp
581,275,Espuma multi-usos,Limpieza multiusos: este limpiador de espuma versátil es adecuado para diversas superficies como tapizados alfombras cueros y telas.,"Limpieza multiusos: este limpiador de espuma versátil es adecuado para diversas superficies como tapizados alfombras cueros y telas.

Poder de limpieza profunda: Formulado con un aroma a limón rico y ligero elimina eficazmente la suciedad y las manchas difíciles.

Fácil aplicación: El práctico envase de aerosol dispensa una espuma espesa para una limpieza sin esfuerzo.

Cantidad: Cada lata contiene 650ml de solución limpiadora.

Instrucciones: Siga las instrucciones incluidas para un uso óptimo y mejores resultados.",55,Hogar,GRUPO BLUE,/assets/images/products/Espuma-multi-usos.webp
582,276,Epóxico,Epoxi para metal,"Epoxi para metal

✅Adhesivo resistente: diseñado para reparaciones de metales robustos y unión con una durabilidad excepcional.
✅Tolerancia a alta temperatura: Adecuado para entornos de alto calor y aplicaciones de fundición industrial.
✅Fórmula impermeable: Ofrece fuertes capacidades impermeables para un rendimiento confiable en diversas condiciones.
✅Pasta fácil de aplicar: cuenta con una consistencia de pasta para una aplicación sencilla y una unión efectiva.
✅Compatibilidad de metal y acero: Ideal para soldar y reparar superficies de metal y acero con una fuerte unión adhesiva.",45,Ferretería Hogar,GRUPO BLUE,/assets/images/products/Epoxico.webp
583,277,Edredón para bebe gris,"👶Borrego para Bebé

✅De 0 a 12 meses.
✅Varios Colores varios (gris azul blanco café)😍
✅Crea sensación similar al vientre 🤱","👶Borrego para Bebé

✅De 0 a 12 meses.
✅Varios Colores varios (gris azul blanco café)😍
✅Crea sensación similar al vientre 🤱",250,bebé,GRUPO BLUE,/assets/images/products/Edredon-para-bebe-gris.webp
584,278,Edredón para bebe café,"👶Borrego para Bebé

✅De 0 a 12 meses.
✅Varios Colores varios (gris azul blanco café)😍
✅Crea sensación similar al vientre 🤱","👶Borrego para Bebé

✅De 0 a 12 meses.
✅Varios Colores varios (gris azul blanco café)😍
✅Crea sensación similar al vientre 🤱",250,bebé,GRUPO BLUE,/assets/images/products/Edredon-para-bebe-cafe.webp
585,279,Dou de Muletas,"🩼Dou de Muletas🩼
","🩼Dou de Muletas🩼

Características:

✅ Altura ajustable.
✅ Aluminio.
✅ Soporte de goma.
✅ Taco de goma. 

En un momento complicado. Estas muletas te darán soporte para seguir moviéndote con bases firmes para un mejor equilibrio.",300,Salud,GRUPO BLUE,/assets/images/products/Dou-de-Muletas.webp
586,280,Cera Dexe Violetta,Cera para el cabello a base de agua. VIOLETTA,Cera para el cabello a base de agua. VIOLETTA,200,Belleza,GRUPO BLUE,/assets/images/products/Cera-Dexe-Violetta.webp
587,281,Cera Dexe,Cera para el cabello a base de agua. DARK BROWN,Cera para el cabello a base de agua. DARK BROWN,200,Uncategorized,GRUPO BLUE,/assets/images/products/Cera-Dexe.webp
588,282,Carrito Organizador 5 Canastas Cuadrado.,"🍍Carrito Organizador 5 Canastas Cuadrado🍍

Características:

✅ 5 cajones cuadrados giratorio.
✅ Ruedas. 
✅ Freno conveniente para fijar.
✅ Metálico

El carrito de almacenamiento se puede usar en cualquier lugar de la casa y es muy adecuado para la cocina la sala de estar las oficinas el hotel etc. Puede colocar cualquier cosa como frutas verduras especias bocadillos libros artículos de tocador etc","🍍Carrito Organizador 5 Canastas Cuadrado🍍

Características:

✅ 5 cajones cuadrados giratorio.
✅ Ruedas. 
✅ Freno conveniente para fijar.
✅ Metálico

El carrito de almacenamiento se puede usar en cualquier lugar de la casa y es muy adecuado para la cocina la sala de estar las oficinas el hotel etc. Puede colocar cualquier cosa como frutas verduras especias bocadillos libros artículos de tocador etc",245,Hogar,GRUPO BLUE,/assets/images/products/Carrito-Organizador-5-Canastas-Cuadrado.webp
589,283,Bolsa para Mercado,🛍️Bolsa para Mercado🛍️,"🛍️Bolsa para Mercado🛍️

Características:

✅ Es plegable.
✅ Material de la estructura: tela oxford.
✅ Peso máximo soportado: 25kg.

Este Carrito de Compras 2 en 1 es más que solo una bolsa se convierte en un carrito con ruedas en segundos para hacer tus compras más sencillas y eficientes. ¡Di adiós a las Múltiples bolsas y saluda a la solución de un solo paso para todas tus necesidades de compras!",150,Hogar,GRUPO BLUE,/assets/images/products/Bolsa-para-Mercado.webp
590,284,Banco Plegable Arcoíris,🪑Banco Plegable Arcoíris🪑,"🪑Banco Plegable Arcoíris🪑

Características:

✅ Banco plegable portatil.
✅ Ajustable. 
✅ Correa para transportarlo
✅ Multicolor.  
✅ Abre y extiende: Solo coloca tus dedos en los círculos laterales gira y extiende a la medida que deseas. Para Guardarlo coloca nuevamente tus dedos en los círculos gira retrae y listo guárdalo. Cuidado con los ninios al extenderlo y retraerlo solo lo debe hacer un adulto

Descubre la comodidad y la versatilidad de nuestro banco plegable. Con su diseño compacto y ligero es el compañero perfecto para tus escapadas al aire libre. Su estructura telescópica te permite ajustarlo a la altura deseada y su colorido diseño lo convierte en un accesorio divertido y llamativo. Ideal para camping pesca conciertos y cualquier actividad al aire libre. ¡Llévalo contigo a donde quiera que vayas!",150,Hogar,GRUPO BLUE,/assets/images/products/Banco-Plegable-Arcoiris.webp
591,285,Aislamiento para debajo de la puerta,Instalación rápida y fácil: Instale en unos sencillos pasos: corte tiras de espuma inserte en la cubierta y deslice debajo de la puerta. No requiere taladrar por lo que es uno de los topes de puerta más fáciles de instalar para la parte inferior de la puerta. No se necesitan adhesivos ni tachuelas,Instalación rápida y fácil: Instale en unos sencillos pasos: corte tiras de espuma inserte en la cubierta y deslice debajo de la puerta. No requiere taladrar por lo que es uno de los topes de puerta más fáciles de instalar para la parte inferior de la puerta. No se necesitan adhesivos ni tachuelas,100,Hogar,GRUPO BLUE,/assets/images/products/Aislamiento-para-debajo-de-la-puerta.webp
592,286,Acondicionador KARSSELL 800ml,Un acondicionador con esencia de macadamia es una excelente opción para mejorar la salud y apariencia del cabello. La macadamia conocida por su riqueza en nutrientes y propiedades emolientes ofrece numerosos beneficios para el cuidado capilar.,Un acondicionador con esencia de macadamia es una excelente opción para mejorar la salud y apariencia del cabello. La macadamia conocida por su riqueza en nutrientes y propiedades emolientes ofrece numerosos beneficios para el cuidado capilar.,300,Belleza,GRUPO BLUE,/assets/images/products/Acondicionador-KARSSELL-800ml.webp
609,287,Super Cable 3 Puntas,⚡🔌 Super Cable 3 Puntas – Conecta Todo con Facilidad 🔗,"⚡🔌 Super Cable 3 Puntas – Conecta Todo con Facilidad 🔗

¡Conecta tus dispositivos de manera rápida y segura! 🚀 El Super Cable 3 Puntas te permite cargar y transferir datos en un solo cable compatible con varios dispositivos 📱💻. Resistente versátil y perfecto para tu día a día. ¡Simplifica tu vida tecnológica! 🌟⚡",215,Electrónica,TABU,/assets/images/products/Super-Cable-3-Puntas.webp
610,288,Soplador Manual,"'
✅ Rápido y fácil de usar
✅ Control de temperatura para un asado perfecto
✅ Ideal para tu parrilla en cualquier lugar de Guatemala 🇬🇹","🔥🌟 ¡El aliado perfecto para tu asado! 🌟🔥

No dejes que el calor te arruine el momento con nuestro ventilador de barbacoa disfruta de una parrillada 🍖🥩 más rápida y con el toque ideal de sabor. 👨‍🍳🍴

✅ Rápido y fácil de usar
✅ Control de temperatura para un asado perfecto
✅ Ideal para tu parrilla en cualquier lugar de Guatemala 🇬🇹

¡Haz que tus reuniones sean aún más especiales y que el sabor de tu barbacoa nunca falte! 😋🔥",175,Hogar,TABU,/assets/images/products/Soplador-Manual.webp
611,289,Serum hidratante y masajeador Facial,✨ Masajeador Facial – Piel Radiante al Instante ✨,"✨ Masajeador Facial – Piel Radiante al Instante ✨

¡Dile adiós a la hinchazón y las líneas de expresión! 🙌 Nuestro Masajeador Facial mejora la circulación 🩸 estimula el colageno 💆‍♀️ y deja tu piel más firme y luminosa ✨. Compacto y fácil de usar perfecto para un toque de relajación en cualquier momento y lugar 💖. ¡Tu piel te lo agradecerá! 😊",230,Belleza,TABU,/assets/images/products/Serum-hidratante-y-masajeador-Facial.webp
612,290,Serum Hidratador de Niamicida,"✅ Alta rotación en tiendas de belleza
✅ Fórmula top: hidrata ilumina y mejora la textura de la piel
✅ Apto para todo tipo de pieles
✅ Dropshipping sin complicaciones: sin stock sin inversión inicial
✅ Margen de ganancia irresistible","Lleva a tu tienda el sérum que está revolucionando el skincare!
Sérum Hidratador de Niacinamida 10% ✨

¿Por qué incluirlo en tu catálogo?
✅ Alta rotación en tiendas de belleza
✅ Fórmula top: hidrata ilumina y mejora la textura de la piel
✅ Apto para todo tipo de pieles
✅ Dropshipping sin complicaciones: sin stock sin inversión inicial
✅ Margen de ganancia irresistible

El skincare se vende solo... si sabes qué ofrecer
Este sérum es el favorito en redes y ya está generando ventas virales.
¡Súmate como distribuidor hoy mismo!

Pide info y empieza a ganar
¡Tu tienda lo necesita!",180,Belleza,TABU,/assets/images/products/Serum-Hidratador-de-Niamicida.webp
613,291,Parche para Adelgazar los Brazos,"✅ Resultados visibles ✅ Ingredientes naturales 🌿– tu nuevo aliado para tonificar reafirmar y lucir increíble 💃✨
✅ Fácil de usar
✅ Resultados visibles
✅ Ingredientes naturales 🌿","💪🔥 ¡Adiós brazos flacidos hola definición! 🔥 💪 Descubre el poder🔥💪
Descubre el poder de nuestro parche adelgazante para brazos – tu✅ Resultados visibles ✅ Ingredientes naturales 🌿– tu nuevo aliado para tonificar reafirmar y lucir increíble 💃✨
✅ Fácil de usar
✅ Resultados visibles
✅ Ingredientes naturales 🌿",170,Belleza,TABU,/assets/images/products/Parche-para-Adelgazar-los-Brazos.webp
614,292,Parche Adelgazante 30unidades,Parche Adelgazante 30 unidades – Tu aliado diario para una figura más estilizada.,"🎯 Transforma tu cuerpo sin esfuerzo con los Parche Adelgazante 30U 🎯

Despídete de las dietas extremas y dale la bienvenida a una forma inteligente de cuidar tu figura.
Nuestros Parches Adelgazantes están formulados con ingredientes naturales que ayudan a activar el metabolismo reducir la retención de líquidos y quemar grasa localizada ¡mientras tú sigues con tu rutina diaria!

💥 Beneficios que amarás: ✅ Estimula la quema de grasa
✅ Reduce medidas visiblemente
✅ Fácil de usar y discreto
✅ 30 días de tratamiento continuo
✅ Ideal para abdomen piernas y brazos

✨ ¡Solo coloca un parche al día y deja que la fórmula actúe!

Porque cuidar tu cuerpo no tiene por qué ser complicado.
Parche Adelgazante 30 unidades – Tu aliado diario para una figura más estilizada.",195,Belleza,TABU,/assets/images/products/Parche-Adelgazante-30unidades.webp
615,293,Mascarias Ojeras,👀 Parches para Ojeras – Dile Adiós al Cansancio ✨,"👀 Parches para Ojeras – Dile Adiós al Cansancio ✨

¡Despierta con una mirada fresca! 🌞 Nuestros Parches para Ojeras reducen la hinchazón suavizan la piel y eliminan las ojeras en minutos ⏰. Perfectos para un look descansado y radiante ¡sin esfuerzo! 💖👁️",190,Belleza,TABU,/assets/images/products/Mascarias-Ojeras.webp
616,294,Masajeadora de Ojeras 360,"🌟 ¡Dile adiós a las ojeras y luce una mirada radiante! 🌟
Con nuestra Masajeadora de Ojeras 360° 🌀 mimá tus ojos como se merecen 💆‍♀️💖
📲 Pedí la tuya hoy y sentí la diferencia desde el primer uso 🫶","🌟 ¡Dile adiós a las ojeras y luce una mirada radiante! 🌟
Con nuestra Masajeadora de Ojeras 360° 🌀 mimá tus ojos como se merecen 💆‍♀️💖

✨ Reduce hinchazón y ojeras
✨ Activa la circulación y relaja tu mirada
✨ Diseño ergonómico con cabezal 360°
✨ Ideal para usar en casa la oficina o ¡donde sea! 🏡💼

💥 ¡Perfecta para combatir el cansancio del día a día en Guate! 💥
📦 Envíos disponibles en todo el país 🚚🇬🇹
🎁 ¡Aprovechá promociones limitadas!

📲 Pedí la tuya hoy y sentí la diferencia desde el primer uso 🫶",160,Belleza,TABU,/assets/images/products/Masajeadora-de-Ojeras-360.webp
617,295,GAFAS PRO BLUETOOTH,"🎧🕶️ GAFAS INTELIGENTES PRO BLUETOOTH 
✅ Conexión Bluetooth 5.0
✅ Lentes polarizadas con protección UV
✅ Micrófono y altavoces integrados
✅ Hasta 6 horas de uso continuo
✅ Compatibles con iOS y Android","🎧🕶️ GAFAS INTELIGENTES PRO BLUETOOTH – ¡Tecnología y estilo en un solo accesorio!

¿Cansado de cables y auriculares incómodos? Dale un upgrade a tu día con nuestras Gafas Pro Bluetooth. Escucha música responde llamadas y protege tus ojos con estilo futurista.

✅ Conexión Bluetooth 5.0
✅ Lentes polarizadas con protección UV
✅ Micrófono y altavoces integrados
✅ Hasta 6 horas de uso continuo
✅ Compatibles con iOS y Android


👓 Haz que tu mirada hable tecnología.
🛒 ¡Pide las tuyas ahora y sorprende al mundo!",200,accesorios,TABU,/assets/images/products/GAFAS-PRO-BLUETOOTH.webp
618,296,Doblador de Pestañas Verde,"Tecnología de calor 
• Calor rápido: Algunos modelos cuentan con una función de calefacción que ayuda a lograr un rizado más duradero y rápido.
• Temperatura regulable: Permite ajustar la temperatura para adaptarse a diferentes tipos de pestanias asegurando un rizado perfecto sin dañarlas.","1. Diseño compacto y ergonómico
• Tamaño portatil: Ideal para llevar en el bolso mochila o estuche de maquillaje sin ocupar mucho espacio.
• Ligero y fácil de usar: Su diseño liviano lo hace perfecto para llevar a cualquier parte y usar con facilidad.
2. Tecnología de calor 
• Calor rápido: Algunos modelos cuentan con una función de calefacción que ayuda a lograr un rizado más duradero y rápido.
• Temperatura regulable: Permite ajustar la temperatura para adaptarse a diferentes tipos de pestanias asegurando un rizado perfecto sin dañarlas.
3. Función de batería recargable
• Batería recargable mediante USB: Se puede cargar cómodamente con un cable USB lo que lo hace ideal para llevar en viajes o usar en cualquier lugar sin depender de pilas.
• Larga duración de la batería: Ofrece múltiples usos con una sola carga.
4. Seguro para las pestanias
• Cerdas suaves o recubrimiento de silicona: Garantiza que las pestanias no se dañen durante el proceso de rizado.
• Rizado sin dañar",190,Belleza,TABU,/assets/images/products/Doblador-de-Pestanas-Verde.webp
619,297,Doblador de Pestañas Rosados,"Seguro para las pestanias
• Cerdas suaves o recubrimiento de silicona: Garantiza que las pestanias no se dañen durante el proceso de rizado.
• Rizado sin dañar","1. Diseño compacto y ergonómico
• Tamaño portatil: Ideal para llevar en el bolso mochila o estuche de maquillaje sin ocupar mucho espacio.
• Ligero y fácil de usar: Su diseño liviano lo hace perfecto para llevar a cualquier parte y usar con facilidad.
2. Tecnología de calor 
• Calor rápido: Algunos modelos cuentan con una función de calefacción que ayuda a lograr un rizado más duradero y rápido.
• Temperatura regulable: Permite ajustar la temperatura para adaptarse a diferentes tipos de pestanias asegurando un rizado perfecto sin dañarlas.
3. Función de batería recargable
• Batería recargable mediante USB: Se puede cargar cómodamente con un cable USB lo que lo hace ideal para llevar en viajes o usar en cualquier lugar sin depender de pilas.
• Larga duración de la batería: Ofrece múltiples usos con una sola carga.
4. Seguro para las pestanias
• Cerdas suaves o recubrimiento de silicona: Garantiza que las pestanias no se dañen durante el proceso de rizado.
• Rizado sin dañar",190,Belleza,TABU,/assets/images/products/Doblador-de-Pestanas-Rosados.webp
620,298,Doblador de Pestañas Blanco,"Diseño compacto y ergonómico
• Tamaño portatil: Ideal para llevar en el bolso mochila o estuche de maquillaje sin ocupar mucho espacio.
• Ligero y fácil de usar: Su diseño liviano lo hace perfecto para llevar a cualquier parte y usar con facilidad.
","1. Diseño compacto y ergonómico
• Tamaño portatil: Ideal para llevar en el bolso mochila o estuche de maquillaje sin ocupar mucho espacio.
• Ligero y fácil de usar: Su diseño liviano lo hace perfecto para llevar a cualquier parte y usar con facilidad.
2. Tecnología de calor 
• Calor rápido: Algunos modelos cuentan con una función de calefacción que ayuda a lograr un rizado más duradero y rápido.
• Temperatura regulable: Permite ajustar la temperatura para adaptarse a diferentes tipos de pestanias asegurando un rizado perfecto sin dañarlas.
3. Función de batería recargable
• Batería recargable mediante USB: Se puede cargar cómodamente con un cable USB lo que lo hace ideal para llevar en viajes o usar en cualquier lugar sin depender de pilas.
• Larga duración de la batería: Ofrece múltiples usos con una sola carga.
4. Seguro para las pestanias
• Cerdas suaves o recubrimiento de silicona: Garantiza que las pestanias no se dañen durante el proceso de rizado.
• Rizado sin dañar: Ideal para quienes buscan resul",190,Belleza,TABU,/assets/images/products/Doblador-de-Pestanas-Blanco.webp
621,299,Audifonos M25 Contro Agua,🎧💦 Audífonos M25 Resistentes al Agua – Sonido Claro en Cualquier Condición 🌊,"🎧💦 Audífonos M25 Resistentes al Agua – Sonido Claro en Cualquier Condición 🌊

¡Escucha tu música sin preocupaciones! 🎶 Los Audífonos M25 son resistentes al agua perfectos para entrenar correr bajo la lluvia o disfrutar en la piscina 🏊‍♀️. Son cómodos con sonido nítido y diseño duradero 💪. ¡La música nunca se detiene! 🔊💥",250,Electrónica,TABU,/assets/images/products/Audifonos-M25-Contro-Agua.webp
622,300,Anti Mosquitos Verdes,🦟⚡ ¡Elimina los mosquitos sin esfuerzo! 🚫,"🦟⚡ ¡Elimina los mosquitos sin esfuerzo! 🚫

Con nuestro anti-mosquitos eléctrico podrás disfrutar de tu hogar o jardín sin picaduras ni molestias. 🌿🌞

✅ Tecnología segura y eficiente
✅ Ideal para interiores y exteriores 🏠🌳
✅ Fácil de usar sin químicos 🙌

¡Mantén tu espacio libre de mosquitos y protege a tu familia de manera natural! 🌙✨",225,Hogar,TABU,/assets/images/products/Anti-Mosquitos-Verdes.webp
623,301,Anti Mosquitos Celeste,🦟⚡ ¡Elimina los mosquitos sin esfuerzo! 🚫,"🦟⚡ ¡Elimina los mosquitos sin esfuerzo! 🚫

Con nuestro anti-mosquitos eléctrico podrás disfrutar de tu hogar o jardín sin picaduras ni molestias. 🌿🌞

✅ Tecnología segura y eficiente
✅ Ideal para interiores y exteriores 🏠🌳
✅ Fácil de usar sin químicos 🙌

¡Mantén tu espacio libre de mosquitos y protege a tu familia de manera natural! 🌙✨",225,Hogar,TABU,/assets/images/products/Anti-Mosquitos-Celeste.webp
810,302,PERFUME DAMA SI GEORGIO ARMANI EAU DE PARFUM 100ML,PERFUME SI GEORGIO ARMANI EAU DE PARFUM   DURACIÓN  ES DE 1 HASTA 2 HORAS MÁXIMO    DEPENDE MUCHO EL PH DE LA PERSONA.,PERFUME SI GEORGIO ARMANI EAU DE PARFUM   DURACIÓN  ES DE 1 HASTA 2 HORAS MÁXIMO    DEPENDE MUCHO EL PH DE LA PERSONA . SU AROMA ES EXQUISITO TOQUES DULCES Y FLORALES .,200,Belleza,FANCY&CO,/assets/images/products/PERFUME-DAMA-SI-GEORGIO-ARMANI-EAU-DE-PARFUM-100ML.webp
811,303,PERFUME DAMA MY WAY NECTAR  GEORGIO ARMANI EAU DE PARFUM 90ML,PERFUME MY WAY NECTAR  GEORGIO ARMANI EAU DE PARFUM   DURACIÓN  ES DE 1 HASTA 2 HORAS MÁXIMO    DEPENDE MUCHO EL PH DE LA PERSONA . ,PERFUME MY WAY NECTAR  GEORGIO ARMANI EAU DE PARFUM   DURACIÓN  ES DE 1 HASTA 2 HORAS MÁXIMO    DEPENDE MUCHO EL PH DE LA PERSONA . SU AROMA ES EXQUISITO FLORAL Y AFRUTADO NOTAS FRESCAS Y JUGOSAS DE PERA CON UN CORAZÓN CÍTRICO DE BERGAMOTA Y FLOR DE AZAHAR .EN EL FONDO  SE ENCUENTRA LA VAINILLA  BOURBON Y EL ALMIZCLE  BLANCO QUE LE DEN UN TOQUE CÁLIDO Y SENSUAL.,200,Belleza,FANCY&CO,/assets/images/products/PERFUME-DAMA-MY-WAY-NECTAR-GEORGIO-ARMANI-EAU-DE-PARFUM-90ML.webp
812,304,PERFUME DAMA FAME PACO RABANNE 80ML,PERFUME PACO RABANNE PARFUM   DURACIÓN  ES DE 1 HASTA 2 HORAS MÁXIMO    DEPENDE MUCHO EL PH DE LA PERSONA . SU AROMA ES EXQUISITO TOQUES VAINILLA  MANGO Y JAZMÍN ES UN PERFUME FLORAL.,PERFUME PACO RABANNE PARFUM   DURACIÓN  ES DE 1 HASTA 2 HORAS MÁXIMO    DEPENDE MUCHO EL PH DE LA PERSONA . SU AROMA ES EXQUISITO TOQUES VAINILLA  MANGO Y JAZMÍN ES UN PERFUME FLORAL.,250,Belleza,FANCY&CO,/assets/images/products/PERFUME-DAMA-FAME-PACO-RABANNE-80ML.webp
813,305,PERFUME CAROLINA HERRERA DAMA FEARLESS FABULOUS 100ML,PERFUME FEARLESS FABULOUS  DURACIÓN ES DE 1 HASTA 2 HORAS MÁXIMO  DEPENDE MUCHO EL PH DE LA PERSONA . SU AROMA ES EXQUISITO ENVUELTO EN TOQUES CÍTRICOS.,PERFUME FEARLESS FABULOUS  DURACIÓN ES DE 1 HASTA 2 HORAS MÁXIMO  DEPENDE MUCHO EL PH DE LA PERSONA . SU AROMA ES EXQUISITO ENVUELTO EN TOQUES CÍTRICOS.,200,Belleza,FANCY&CO,/assets/images/products/PERFUME-CAROLINA-HERRERA-DAMA-FEARLESS-FABULOUS-100ML.webp
814,306,GORRA VERSACE AZUL  CON MALLA,GORRA VERSACE COLOR COLOR AZUL Y RAYITAS CELESTES  CON MALLA TALLA UNICA,GORRA VERSACE COLOR COLOR AZUL Y RAYITAS CELESTES  CON MALLA TALLA UNICA,125,Moda > Gorra Moda,FANCY&CO,/assets/images/products/GORRA-VERSACE-AZUL-CON-MALLA.webp
815,307,GORRA TOMMY COLOR ROSADO,GORRA TOMMY COLOR ROSADO Y LENTRAS EN TODA LA GORRA TALLA UNICA,GORRA TOMMY COLOR ROSADO Y LENTRAS EN TODA LA GORRA TALLA UNICA,125,Moda > Gorra,FANCY&CO,/assets/images/products/GORRA-TOMMY-COLOR-ROSADO.webp
816,308,GORRA TOMMY COLOR ROJO VICERA  CON MALLA,GORRA TOMMY COLOR ROJO VICERA AZUL LETRAS ENFRENTE LINEA ROJA  CON MALLA TALLA UNICA,GORRA TOMMY COLOR ROJO VICERA AZUL LETRAS ENFRENTE LINEA ROJA  CON MALLA TALLA UNICA,125,Moda > Gorra,FANCY&CO,/assets/images/products/GORRA-TOMMY-COLOR-ROJO-VICERA-CON-MALLA.webp
817,309,GORRA TOMMY COLOR ROJO VICERA AZUL  CON MALLA,GORRA TOMMY COLOR ROJO Y VICERA AZUL  CUADRITO BLANCO Y ROJO PEQUEÑO ENFRENTE  CON MALLA TALLA UNICA,GORRA TOMMY COLOR ROJO Y VICERA AZUL  CUADRITO BLANCO Y ROJO PEQUEÑO ENFRENTE  CON MALLA TALLA UNICA,125,Moda > Gorra,FANCY&CO,/assets/images/products/GORRA-TOMMY-COLOR-ROJO-VICERA-AZUL-CON-MALLA.webp
818,310,GORRA TOMMY COLOR NEGRO  CON MALLA,GORRA TOMMY COLOR NEGRO LETRAS ENFRENTE LINEA ROJA  CON MALLA TALLA UNICA,GORRA TOMMY COLOR NEGRO LETRAS ENFRENTE LINEA ROJA  CON MALLA TALLA UNICA,125,Moda > Gorra,FANCY&CO,/assets/images/products/GORRA-TOMMY-COLOR-NEGRO-CON-MALLA.webp
819,311,GORRA TOMMY COLOR CELESTE,GORRA TOMMY COLOR CELESTE Y LENTRAS EN TODA LA GORRA TALLA UNICA,GORRA TOMMY COLOR CELESTE Y LENTRAS EN TODA LA GORRA TALLA UNICA,125,Moda > Gorra,FANCY&CO,/assets/images/products/GORRA-TOMMY-COLOR-CELESTE.webp
820,312,GORRA TOMMY COLOR BLANCO VICERA ROJA  CON MALLA,GORRA TOMMY COLOR BLANCO LETRAS ENFRENTE LINEA ROJA  CON MALLA AZUL TALLA UNICA,GORRA TOMMY COLOR BLANCO LETRAS ENFRENTE LINEA ROJA  CON MALLA AZUL TALLA UNICA,125,Moda > Gorra,FANCY&CO,/assets/images/products/GORRA-TOMMY-COLOR-BLANCO-VICERA-ROJA-CON-MALLA.webp
821,313,GORRA TOMMY COLOR BLANCO VICERA  CON MALLA,GORRA TOMMY COLOR BLANCO VICERA AZUL LETRAS ENFRENTE LINEA ROJA  CON MALLA TALLA UNICA,GORRA TOMMY COLOR BLANCO VICERA AZUL LETRAS ENFRENTE LINEA ROJA  CON MALLA TALLA UNICA,125,Moda > Gorra,FANCY&CO,/assets/images/products/GORRA-TOMMY-COLOR-BLANCO-VICERA-CON-MALLA.webp
822,314,GORRA TOMMY COLOR BLANCO,GORRA TOMMY COLOR BLANCO Y LENTRAS EN TODA LA GORRA TALLA UNICA,GORRA TOMMY COLOR BLANCO Y LENTRAS EN TODA LA GORRA TALLA UNICA,125,Moda > Gorra,FANCY&CO,/assets/images/products/GORRA-TOMMY-COLOR-BLANCO.webp
823,315,GORRA TOMMY COLOR AZUL VICERA ROJA  CON MALLA,GORRA TOMMY COLOR AZUL Y VICERA ROJA  CUADRITO BLANCO Y ROJO PEQUEÑO ENFRENTE  CON MALLA TALLA UNICA,GORRA TOMMY COLOR AZUL Y VICERA ROJA  CUADRITO BLANCO Y ROJO PEQUEÑO ENFRENTE  CON MALLA TALLA UNICA,125,Moda > Gorra,FANCY&CO,/assets/images/products/GORRA-TOMMY-COLOR-AZUL-VICERA-ROJA-CON-MALLA.webp
824,316,GORRA TOMMY COLOR AZUL MARINO  CON MALLA,GORRA TOMMY COLOR AZUL MARINO LETRAS ENFRENTE LINEA ROJA  CON MALLA TALLA UNICA,GORRA TOMMY COLOR AZUL MARINO LETRAS ENFRENTE LINEA ROJA  CON MALLA TALLA UNICA,125,Moda > Gorra,FANCY&CO,/assets/images/products/GORRA-TOMMY-COLOR-AZUL-MARINO-CON-MALLA.webp
825,317,GORRA TOMMY COLOR AZUL,GORRA TOMMY COLOR AZUL Y LENTRAS EN TODA LA GORRA TALLA UNICA,GORRA TOMMY COLOR AZUL Y LENTRAS EN TODA LA GORRA TALLA UNICA,125,Moda > Gorra,FANCY&CO,/assets/images/products/GORRA-TOMMY-COLOR-AZUL.webp
827,318,GORRA TOMMY COLOR AMARILLO VICERA AZUL  CON MALLA,GORRA TOMMY COLOR AMARILLO Y VICERA AZUL  CUADRITO BLANCO Y ROJO PEQUEÑO ENFRENTE  CON MALLA TALLA UNICA,GORRA TOMMY COLOR AMARILLO Y VICERA AZUL  CUADRITO BLANCO Y ROJO PEQUEÑO ENFRENTE  CON MALLA TALLA UNICA,125,Moda > Gorra,FANCY&CO,/assets/images/products/GORRA-TOMMY-COLOR-AMARILLO-VICERA-AZUL-CON-MALLA.webp
